scenario,time,population_path_error,labor_productivity_path_error,effective_labor_identity_error,labor_market_error_independent,final_production_log_error_independent,inference_identity_log_error_independent,automated_service_log_error_independent,research_ces_log_error_independent,capability_law_log_error_independent,capital_price_error_independent,net_interest_error_independent,wage_foc_log_error_independent,ai_price_foc_log_error_independent,ai_share_error_independent,research_price_log_error_independent,human_demand_log_error_independent,automated_service_demand_log_error_independent,automated_share_quantity_error_independent,automated_share_expenditure_error_independent,research_scale_foc_log_error_independent,research_compute_foc_log_error_independent,research_human_foc_log_error_independent,resource_constraint_error_independent,profit_shadow_ratio_error_independent,static_max_abs_error,monopoly_foc_log_error_independent,monopoly_soc_margin_independent,rhs_capital_growth,rhs_capability_growth,rhs_consumption_growth,rhs_shadow_growth,stored_capital_rate_error,stored_capability_rate_error,stored_consumption_rate_error,stored_shadow_rate_error,ai_share_independent,automated_research_share_independent,inference_output_share_independent,research_output_share_independent,human_population_share_independent,profit_shadow_ratio_independent,net_interest_rate_independent,bounded_exp_min_argument,bounded_exp_max_argument,bounded_exp_clipping_count,fd_capital_growth_residual,fd_capability_growth_residual,fd_consumption_growth_residual,fd_shadow_growth_residual
near_unit_sigma_xl_090_hm_2_T_5000,3812.0,0.0,0.0,0.0,-1.887379141862766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.701838752727781e-11,0.0,3.3306690738754696e-16,0.0,2.6645352591003757e-15,7.105427357601002e-15,-1.3507417406799505e-11,0.0,0.0,2.701838752727781e-11,3.730349362740526e-14,0.014997222744621034,0.012109294964940578,0.0026058634451724518,0.012108762751539055,0.007495233000470079,0.0,0.0,0.0,0.0,0.1474975620798001,0.9999108830450604,0.00040526212437641144,6.580770073714806e-06,1.0268460284367731e-09,0.032092403507357536,0.04010876275153906,-32.67141154740829,29.232275619694754,0.0,4.736419589868035e-12,-1.1260176818739254e-13,1.5535836506153089e-12,1.0391045038304902e-09
near_unit_sigma_xl_090_hm_2_T_5000,3814.0,0.0,0.0,0.0,1.1102230246251565e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6542323894318542e-11,0.0,-2.3314683517128287e-15,0.0,0.0,0.0,-1.3272938303998671e-11,-1.1102230246251565e-16,-6.938893903907228e-18,2.6542323894318542e-11,4.085620730620576e-14,0.014980374541893843,0.012108965435135018,0.0026054431698868557,0.012108432096689555,0.007493995138461003,0.0,0.0,0.0,6.938893903907228e-18,0.1474774064643915,0.9999113673276729,0.0004036511048502018,6.553353524096847e-06,1.0169866087231663e-09,0.03209339450972933,0.04010843209668956,-32.68640077699983,29.247295728465257,0.0,4.391591257313365e-12,7.894292858301455e-15,1.3995957170997997e-12,9.6287233047887e-10
near_unit_sigma_xl_090_hm_2_T_5000,3816.0,0.0,0.0,0.0,-1.887379141862766e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.609823468446848e-11,0.0,-1.3322676295501878e-15,0.0,8.881784197001252e-16,0.0,-1.304556462855544e-11,0.0,0.0,2.609823468446848e-11,1.4210854715202004e-14,0.014963576885395728,0.012108636379208955,0.002605022995609452,0.012108101931298972,0.007492759649903855,0.0,0.0,0.0,0.0,0.14745731199209744,0.9999118488407844,0.00040204539571927263,6.526033899619789e-06,1.0072208362017206e-09,0.0320943836094326,0.040108101931298976,-32.70138753348981,29.262313303897166,0.0,4.907234341100519e-12,-5.037376765715251e-14,1.5894438543107015e-12,1.0586615611929417e-09
near_unit_sigma_xl_090_hm_2_T_5000,3818.0,0.0,0.0,0.0,2.6645352591003757e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5657698188297218e-11,0.0,-2.4424906541753444e-15,0.0,0.0,0.0,-1.2825296380469808e-11,0.0,0.0,2.5657698188297218e-11,8.881784197001252e-15,0.014946829706401776,0.012108307798994904,0.002604602924779998,0.012107772257205225,0.007491526534212568,0.0,0.0,0.0,0.0,0.14743727857456254,0.9999123276010587,0.00040044498606812387,6.498810970744229e-06,9.975478345054189e-10,0.032095370808394,0.04010777225720523,-32.71637182129617,29.277328350474004,0.0,4.3959905160484425e-12,-6.67777465268582e-14,1.4277953819252787e-12,9.39012222145319e-10
near_unit_sigma_xl_090_hm_2_T_5000,3820.0,0.0,0.0,0.0,-3.3306690738754696e-16,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,0.0,2.5217161692125956e-11,0.0,-1.9984014443252818e-15,0.0,1.7763568394002505e-15,0.0,-1.2605028132384177e-11,0.0,-6.938893903907228e-18,2.5217161692125956e-11,1.2434497875801753e-14,0.014930132935870427,0.012107979696275847,0.0026041829599854115,0.012107443076169365,0.007490295797867835,0.0,0.0,0.0,6.938893903907228e-18,0.14741730612308415,0.999912803625046,0.0003988498649725855,6.471684509704137e-06,9.879667355992792e-10,0.03209635610136722,0.04010744307616937,-32.73135364508114,29.29234087270006,0.0,4.783687335141451e-12,1.0861971044828778e-14,1.5340853587453296e-12,1.0215628620802164e-09
near_unit_sigma_xl_090_hm_2_T_5000,3822.0,0.0,0.0,0.0,2.4424906541753444e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.326672684688674e-17,0.0,2.4790836050669895e-11,0.0,-1.6653345369377348e-15,0.0,-2.6645352591003757e-15,0.0,-1.2398970739013748e-11,0.0,0.0,2.4790836050669895e-11,-1.7763568394002505e-15,0.01491348650444397,0.012107652072731255,0.002603763104178036,0.012107114389796274,0.007489067465054566,0.0,0.0,0.0,0.0,0.14739739454861095,0.9999132769291972,0.0003972600214998424,6.444654293170935e-06,9.784766801039047e-10,0.032097339465172514,0.04010711438979628,-32.746333010086616,29.307350875100582,0.0,4.499713102124048e-12,-1.0658097668314603e-13,1.485207790086207e-12,9.43075062487253e-10
near_unit_sigma_xl_090_hm_2_T_5000,3824.0,0.0,0.0,0.0,3.1086244689504383e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4382273977607838e-11,0.0,-1.887379141862766e-15,0.0,-3.552713678800501e-15,0.0,-1.2192913345643319e-11,0.0,0.0,2.4382273977607838e-11,-1.7763568394002505e-15,0.01489689034245783,0.012107324930247423,0.002603343359524551,0.012106786200014687,0.007487841521663957,0.0,0.0,0.0,0.0,0.1473775437617557,0.9999137475298602,0.0003956754447092558,6.417720087997981e-06,9.690768150547115e-10,0.0320983209154049,0.04010678620001469,-32.761309920366244,29.32235836222066,0.0,4.598751934814516e-12,5.766827987363499e-14,1.4585208041317799e-12,9.70240970898928e-10
near_unit_sigma_xl_090_hm_2_T_5000,3826.0,0.0,0.0,0.0,6.661338147750939e-16,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.396660647718818e-11,0.0,-2.886579864025407e-15,0.0,8.881784197001252e-16,0.0,-1.1979750524915289e-11,0.0,0.0,2.396660647718818e-11,-5.329070518200751e-15,0.014880344379928296,0.012106998270402333,0.002602923729270535,0.012106458508281535,0.007486618006003212,0.0,0.0,0.0,0.0,0.14735775367277945,0.9999142154432797,0.00039409612365120747,6.390881674276351e-06,9.59766297328856e-10,0.03209930041455588,0.04010645850828154,-32.776284381649404,29.337363338626677,0.0,4.645853146634238e-12,-9.14220955883227e-14,1.5310877565788417e-12,9.577002385574573e-10
near_unit_sigma_xl_090_hm_2_T_5000,3828.0,0.0,0.0,0.0,1.5543122344752192e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.3579360686198925e-11,0.0,-3.3306690738754696e-16,0.0,0.0,0.0,-1.1787903986260062e-11,-1.1102230246251565e-16,0.0,2.3579360686198925e-11,-8.881784197001252e-15,0.0148638485465705,0.012106672095117156,0.002602504215445221,0.012106131316579984,0.007485396897136912,0.0,0.0,0.0,0.0,0.14733802419161338,0.9999146806855943,0.0003925220473687757,6.364138817047303e-06,9.505442893001223e-10,0.032100277985129114,0.04010613131657999,-32.79125639781519,29.352365808904395,0.0,4.4578438163078715e-12,6.646246053509941e-14,1.4139453496930798e-12,9.227163338954014e-10
near_unit_sigma_xl_090_hm_2_T_5000,3830.0,0.0,0.0,0.0,-2.3314683517128287e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.3153035044742865e-11,0.0,-2.220446049250313e-15,0.0,0.0,0.0,-1.1574741165532032e-11,0.0,0.0,2.3153035044742865e-11,8.881784197001252e-15,0.01484740277178194,0.012106346405951145,0.0026020848212782374,0.012105804626350879,0.00748417823247087,0.0,0.0,0.0,0.0,0.14731835522783918,0.9999151432728536,0.00039095320489612446,6.337491295995202e-06,9.414099632349549e-10,0.032101253590504704,0.04010580462635088,-32.80622597460564,29.367365777660634,0.0,4.808438369696688e-12,-4.4304837576447653e-14,1.5714443635239661e-12,9.763674452267779e-10
near_unit_sigma_xl_090_hm_2_T_5000,3832.0,0.0,0.0,0.0,2.4424906541753444e-15,-3.552713678800501e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,0.0,2.276934196743241e-11,0.0,7.771561172376096e-16,0.0,8.881784197001252e-16,0.0,-1.1382894626876805e-11,0.0,-6.938893903907228e-18,2.276934196743241e-11,-8.881784197001252e-15,0.014831006984660111,0.012106021204771056,0.0026016655489663797,0.012105478439497337,0.007482961999101902,0.0,0.0,0.0,6.938893903907228e-18,0.14729874669070991,0.9999156032209899,0.00038938958526021873,6.310938878107776e-06,9.323624971294757e-10,0.032102227245040645,0.04010547843949734,-32.82119311619403,29.38236324952157,0.0,4.3720582709738665e-12,2.830635031925155e-14,1.4035925199884502e-12,8.871896758910758e-10
near_unit_sigma_xl_090_hm_2_T_5000,3834.0,0.0,0.0,0.0,1.1102230246251565e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.2367885321727954e-11,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-1.1183942660863977e-11,-1.1102230246251565e-16,0.0,2.2367885321727954e-11,-1.7763568394002505e-15,0.014814661113991164,0.012105696493210027,0.0026012464014328837,0.012105152757577349,0.007481748219408349,0.0,0.0,0.0,0.0,0.1472791984891359,0.9999160605458541,0.0003878311774796197,6.284481339153614e-06,9.234010778428748e-10,0.03210319892732304,0.04010515275757735,-32.83615782788853,29.397358229133918,0.0,4.8879233993659454e-12,1.3618880329024918e-14,1.5818943377432504e-12,9.836673559027176e-10
near_unit_sigma_xl_090_hm_2_T_5000,3836.0,0.0,0.0,0.0,-4.440892098500626e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,2.2030377522241906e-11,0.0,-1.4432899320127035e-15,0.0,0.0,0.0,-1.1013412404281553e-11,0.0,0.0,2.2030377522241906e-11,-1.2434497875801753e-14,0.014798365088258289,0.012105372272995622,0.0026008273812855843,0.012104827582294246,0.007480536900385727,0.0,0.0,0.0,6.938893903907228e-18,0.14725971053169631,0.9999165152631834,0.00038627797056534877,6.258118450993418e-06,9.14524899141992e-10,0.03210416863152929,0.04010482758229425,-32.85112011453113,29.412350721163943,0.0,4.41175568299812e-12,-4.333816291945958e-14,1.4476267407026455e-12,8.731977016451786e-10
near_unit_sigma_xl_090_hm_2_T_5000,3838.0,0.0,0.0,0.0,-2.7755575615628914e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.163247359021625e-11,0.0,-1.9984014443252818e-15,0.0,0.0,0.0,-1.0814460438268725e-11,0.0,-6.938893903907228e-18,2.163247359021625e-11,-5.329070518200751e-15,0.014782118835642765,0.012105048545889459,0.002600408490960521,0.012104502915408287,0.0074793280405876725,0.0,0.0,0.0,6.938893903907228e-18,0.1472402827266383,0.9999169673886226,0.0003847299535209091,6.2318499833758615e-06,9.057331619093951e-10,0.032105136360370046,0.04010450291540829,-32.8660799807178,29.427340730297683,0.0,4.712834289488654e-12,6.836154906042502e-14,1.4997794672844122e-12,9.343184351195966e-10
near_unit_sigma_xl_090_hm_2_T_5000,3840.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,2.1259438653942198e-11,0.0,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,0.0,-1.0629719326971099e-11,-1.1102230246251565e-16,0.0,2.1259438653942198e-11,-1.5987211554602254e-14,0.014765922284018209,0.012104725313474916,0.0025999897335185957,0.012104178758401245,0.007478121668978266,0.0,0.0,0.0,0.0,0.1472209149818721,0.999917416937717,0.00038318711534174077,6.205675713479651e-06,8.970250754620143e-10,0.032106102085742085,0.04010417875840125,-32.881037432024215,29.442328261241105,0.0,4.5285233896130705e-12,-6.364917273793402e-14,1.4917025947802642e-12,8.782820581920703e-10
near_unit_sigma_xl_090_hm_2_T_5000,3842.0,0.0,0.0,0.0,1.1102230246251565e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0893509145025746e-11,0.0,0.0,0.0,0.0,7.105427357601002e-15,-1.0444978215673473e-11,0.0,0.0,2.0893509145025746e-11,1.7763568394002505e-14,0.01474977536096541,0.012104402577593716,0.0025995711110752616,0.01210385511317038,0.007476917768408288,0.0,0.0,0.0,0.0,0.1472016072049865,0.9999178639259163,0.0003816494450165637,6.179595407124405e-06,8.88399854757395e-10,0.03210706582626011,0.040103855113170384,-32.895992472589974,29.457313318719265,0.0,4.5262057990491655e-12,9.740168741001476e-14,1.4415482696428228e-12,8.842697893363116e-10
near_unit_sigma_xl_090_hm_2_T_5000,3844.0,0.0,0.0,0.0,-1.2212453270876722e-15,-7.105427357601002e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-16,0.0,2.0520474208751693e-11,0.0,6.661338147750939e-16,0.0,-8.881784197001252e-16,0.0,-1.0260237104375847e-11,2.220446049250313e-16,0.0,2.0520474208751693e-11,4.618527782440651e-14,0.01473367799375591,0.012104080339751577,0.0025991526268729507,0.012103531981088607,0.007475716376602215,0.0,0.0,0.0,-6.938893903907228e-18,0.14718235930323173,0.9999183083685742,0.00038011693152584827,6.153608843504212e-06,8.798567239036638e-10,0.03210802754491549,0.04010353198108861,-32.91094510830713,29.47229590747721,0.0,4.683642362834917e-12,-3.880316207238721e-14,1.54392471030107e-12,8.922016458967619e-10
near_unit_sigma_xl_090_hm_2_T_5000,3846.0,0.0,0.0,0.0,-4.440892098500626e-16,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0179413695586845e-11,0.0,-6.661338147750939e-16,0.0,2.6645352591003757e-15,7.105427357601002e-15,-1.0082601420435822e-11,0.0,0.0,2.0179413695586845e-11,2.3092638912203256e-14,0.014717630109372333,0.012103758601796764,0.0025987342829907525,0.012103209364061444,0.007474517474565075,0.0,0.0,0.0,0.0,0.14716317118354155,0.9999187502809485,0.0003785895638436933,6.127715787951715e-06,8.713949121742115e-10,0.0321089872621843,0.04010320936406145,-32.925895343296,29.48727603227867,0.0,4.3947970262969704e-12,9.228208475153821e-14,1.3991099945265262e-12,8.436870577166466e-10
near_unit_sigma_xl_090_hm_2_T_5000,3848.0,0.0,0.0,0.0,2.6645352591003757e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.9813484186670394e-11,0.0,-1.3322676295501878e-15,0.0,-3.552713678800501e-15,0.0,-9.912071163853398e-12,0.0,0.0,1.9813484186670394e-11,6.217248937900877e-14,0.014701631634492566,0.012103437365249554,0.002598316082566586,0.01210288726349188,0.007473321094867702,0.0,0.0,0.0,0.0,0.14714404275251552,0.9999191896781976,0.0003770673309362312,6.101916018280246e-06,8.630136577166656e-10,0.03210994494626262,0.040102887263491885,-32.9408431833249,29.50225369790714,0.0,4.837068245944209e-12,7.989268968611185e-15,1.5734843983317148e-12,9.121753907770369e-10
near_unit_sigma_xl_090_hm_2_T_5000,3850.0,0.0,0.0,0.0,4.440892098500626e-16,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9490187241899548e-11,0.0,-7.771561172376096e-16,0.0,-2.6645352591003757e-15,0.0,-9.748646334628575e-12,0.0,-6.938893903907228e-18,1.9490187241899548e-11,6.572520305780927e-14,0.014685682495504863,0.012103116631865606,0.0025978980279122705,0.012102565681155426,0.0074721272297843325,0.0,0.0,0.0,6.938893903907228e-18,0.1471249739164365,0.9999196265753875,0.0003755502217631618,6.076209302518817e-06,8.547122043130062e-10,0.0321109006061809,0.04010256568115543,-32.95578863290905,29.51722890916478,0.0,4.348833793077489e-12,3.458388089794262e-14,1.4098097689263511e-12,8.146554750232404e-10
near_unit_sigma_xl_090_hm_2_T_5000,3852.0,0.0,0.0,0.0,-1.1102230246251565e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,1.91562321560923e-11,0.0,-8.881784197001252e-16,0.0,-2.6645352591003757e-15,0.0,-9.585221505403752e-12,0.0,0.0,1.91562321560923e-11,7.815970093361102e-14,0.014669782618500292,0.012102796403257947,0.0025974801217973236,0.01210224461861318,0.007470935893882154,0.0,0.0,0.0,0.0,0.14710596458126193,0.9999200609874921,0.0003740382252768881,6.050595414046108e-06,8.464898034675153e-10,0.032111854228370755,0.040102244618613184,-32.97073169728662,29.532201670872908,0.0,4.813101306400114e-12,6.021355289376196e-14,1.5491150029411926e-12,8.946976423618302e-10
near_unit_sigma_xl_090_hm_2_T_5000,3854.0,0.0,0.0,0.0,-2.3314683517128287e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,1.8815171642927453e-11,0.0,-1.1102230246251565e-16,0.0,-1.7763568394002505e-15,0.0,-9.407585821463726e-12,-1.1102230246251565e-16,0.0,1.8815171642927453e-11,1.0835776720341528e-13,0.014653931929277015,0.012102476681042557,0.0025970623669582735,0.012101924077419147,0.007469747100086695,0.0,0.0,0.0,0.0,0.1470870146526284,0.9999204929293892,0.0003725313304229567,6.025074125799502e-06,8.383457135182807e-10,0.032112805800905,0.04010192407741915,-32.98567238166352,29.54717198787173,0.0,4.420491750423139e-12,-2.0768109454394335e-14,1.4556897354189857e-12,8.050491315247932e-10
near_unit_sigma_xl_090_hm_2_T_5000,3856.0,0.0,0.0,0.0,2.886579864025407e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.8498980125514208e-11,0.0,-2.220446049250313e-15,0.0,2.6645352591003757e-15,7.105427357601002e-15,-9.244160992238903e-12,-1.1102230246251565e-16,0.0,1.8498980125514208e-11,1.7053025658242404e-13,0.01463813035334571,0.012102157466953055,0.002596644765746166,0.012101604059326428,0.0074685608425289415,0.0,0.0,0.0,0.0,0.14706812403585853,0.999920922415868,0.0003710295261405211,5.999645206220878e-06,8.302791990163172e-10,0.032113755330927245,0.04010160405932643,-33.00061069067028,29.562139865019944,0.0,4.608126380478694e-12,1.0031255340270384e-13,1.470483457222116e-12,8.445145763258388e-10
near_unit_sigma_xl_090_hm_2_T_5000,3858.0,0.0,0.0,0.0,-2.220446049250313e-16,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,1.8172130467064562e-11,0.0,5.551115123125783e-16,0.0,-3.552713678800501e-15,0.0,-9.087841590371681e-12,0.0,0.0,1.8172130467064562e-11,2.469136006766348e-13,0.014622377815920462,0.012101838762463832,0.002596227321243544,0.01210128456569503,0.007467377150970636,0.0,0.0,0.0,0.0,0.14704929263595035,0.9999213494616146,0.0003695328013614525,5.974308432184643e-06,8.222895324566503e-10,0.032114702789411004,0.04010128456569503,-33.01554663008272,29.577105307195225,0.0,4.542380360739173e-12,-2.3542365973350243e-14,1.5022497135142032e-12,8.133185097625173e-10
near_unit_sigma_xl_090_hm_2_T_5000,3860.0,0.0,0.0,0.0,1.5543122344752192e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.7852386235972517e-11,0.0,-1.6653345369377348e-15,0.0,0.0,0.0,-8.924416761146858e-12,0.0,0.0,1.7852386235972517e-11,2.5224267119483557e-13,0.014606674241935149,0.012101520569369577,0.0025958100355882624,0.012100965598369547,0.007466196009118957,0.0,0.0,0.0,0.0,0.14703052035759578,0.9999217740812406,0.00036804114501190775,5.94906356964752e-06,8.143759915406631e-10,0.03211564819405793,0.04010096559836955,-33.03048020423958,29.592068319293265,0.0,4.44134312660438e-12,1.1490417992088275e-13,1.411919192673139e-12,8.01737072564368e-10
near_unit_sigma_xl_090_hm_2_T_5000,3862.0,0.0,0.0,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.7539747432238073e-11,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,-8.775202786637237e-12,0.0,0.0,1.7539747432238073e-11,-3.8902214782865485e-13,0.014591019556026388,0.012101202889112025,0.0025953929119363842,0.012100647158653645,0.00746501745030196,0.0,0.0,0.0,0.0,0.1470118071051608,0.9999221962892476,0.0003665545460108029,5.923910396244196e-06,8.065378622270807e-10,0.03211659151220429,0.04010064715865365,-33.04541141906699,29.607028906228845,0.0,4.683600729471493e-12,4.487729632352e-15,1.541010374861429e-12,8.26942535281372e-10
near_unit_sigma_xl_090_hm_2_T_5000,3864.0,0.0,0.0,0.0,-3.4416913763379853e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.724131948321883e-11,0.0,-1.1102230246251565e-15,0.0,0.0,7.105427357601002e-15,-8.618883384770015e-12,0.0,6.938893903907228e-18,1.724131948321883e-11,-2.220446049250313e-13,0.014575413682559893,0.012100885723429135,0.0025949759524736054,0.012100329248343901,0.007463841460548654,0.0,0.0,0.0,0.0,0.14699315278271746,0.9999226161000624,0.000365072993271365,5.8988486784825444e-06,7.987744355453131e-10,0.03211753275917242,0.040100329248343905,-33.060340279013964,29.621987072933837,0.0,4.323451319176996e-12,9.130977224325321e-14,1.3840803503306631e-12,7.636086485351967e-10
near_unit_sigma_xl_090_hm_2_T_5000,3866.0,0.0,0.0,0.0,2.220446049250313e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6928680679484387e-11,0.0,-1.9984014443252818e-15,0.0,8.881784197001252e-16,7.105427357601002e-15,-8.462563982902793e-12,2.220446049250313e-16,0.0,1.6928680679484387e-11,-4.796163466380676e-14,0.014559856545603603,0.01210056907381351,0.0025945591601768893,0.01210001186881881,0.007462668064454794,0.0,0.0,0.0,0.0,0.14697455729401124,0.9999230335280126,0.00036359647570014057,5.873878191884841e-06,7.910850102845195e-10,0.03211847191114162,0.04010001186881881,-33.07526678976753,29.636942824359334,0.0,4.822427179806965e-12,4.888407387215743e-14,1.563367491019818e-12,8.373199772426787e-10
near_unit_sigma_xl_090_hm_2_T_5000,3868.0,0.0,0.0,0.0,3.1086244689504383e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6630252730465145e-11,0.0,-1.3322676295501878e-15,0.0,3.552713678800501e-15,7.105427357601002e-15,-8.313350008393172e-12,0.0,0.0,1.6630252730465145e-11,1.5987211554602254e-14,0.014544348068949893,0.012100252941903818,0.0025941425375186665,0.012099695021712327,0.007461497262021333,0.0,0.0,0.0,0.0,0.1469560205424864,0.999923448587337,0.0003621249821979627,5.848998706221092e-06,7.834688909265157e-10,0.032119408969242445,0.04009969502171233,-33.09019095625534,29.651896165473953,0.0,4.3128209337162104e-12,2.3893213796366553e-14,1.4111420365559013e-12,7.405404622851108e-10
near_unit_sigma_xl_090_hm_2_T_5000,3870.0,0.0,0.0,0.0,-1.4432899320127035e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,1.6356693777197506e-11,0.0,1.1102230246251565e-16,0.0,8.881784197001252e-16,0.0,-8.178346888598753e-12,0.0,0.0,1.6356693777197506e-11,2.842170943040401e-14,0.014528888176109218,0.012099937329292779,0.002593726087085278,0.0120993787085854,0.007460329058807384,0.0,0.0,0.0,0.0,0.1469375424312809,0.9999238612921889,0.000360658501659534,5.824209992561764e-06,7.759253885459277e-10,0.0321203439289515,0.040099378708585404,-33.10511278359892,29.666847101264153,0.0,4.690900445858404e-12,9.135357401102162e-14,1.5053583379831537e-12,8.029399992115493e-10
near_unit_sigma_xl_090_hm_2_T_5000,3872.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6051160400820663e-11,0.0,4.440892098500626e-16,0.0,-1.7763568394002505e-15,0.0,-8.029132914089132e-12,0.0,0.0,1.6051160400820663e-11,1.2434497875801753e-14,0.014513476790310374,0.012099622237469743,0.0025933098117482682,0.012099062930841474,0.007459163474302803,0.0,0.0,0.0,0.0,0.14691912286322417,0.9999242716566334,0.0003591970229734604,5.799511825168451e-06,7.684538209972019e-10,0.0321212767716002,0.04009906293084148,-33.12003227737814,29.681795636734368,0.0,4.40353309372199e-12,-7.938528306938863e-15,1.4513737434107554e-12,7.395414350352958e-10
near_unit_sigma_xl_090_hm_2_T_5000,3874.0,0.0,0.0,0.0,-1.6653345369377348e-15,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,1.5756285165480222e-11,0.0,1.1102230246251565e-16,0.0,-1.7763568394002505e-15,0.0,-7.879918939579511e-12,2.220446049250313e-16,0.0,1.5756285165480222e-11,4.263256414560601e-14,0.014498113834509775,0.01209930766812519,0.002592893713762094,0.012098747690201535,0.007458000497896133,0.0,0.0,0.0,0.0,0.1469007617408496,0.9999246796946464,0.00035774053502309056,5.7749039713967575e-06,7.610535115168779e-10,0.032122207509062244,0.04009874769020154,-33.13494944223922,29.696741776906254,0.0,4.484503046686683e-12,1.161115474601626e-13,1.430459917184379e-12,7.579627481213436e-10
near_unit_sigma_xl_090_hm_2_T_5000,3876.0,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.5489831639570184e-11,0.0,9.992007221626409e-16,0.0,0.0,7.105427357601002e-15,-7.744915819785092e-12,0.0,0.0,1.5489831639570184e-11,-4.973799150320701e-14,0.014482799231379094,0.01209899362264516,0.0025924777962214643,0.012098432987922368,0.007456840159994427,0.0,0.0,0.0,0.0,0.1468824589663793,0.9999250854201149,0.0003562890266854151,5.750386207981222e-06,7.537237908219526e-10,0.032123136111560646,0.04009843298792237,-33.14986428414307,29.7116855268195,0.0,4.524602914557363e-12,-5.321264262558856e-16,1.4972259543277744e-12,7.466166018765819e-10
