sigma_xl,alpha,omega_x,log_ai_labor_ratio,log_composite_relative_to_unit,ai_share,production_labor_payment_share,gross_ai_service_payment_share
0.9,0.33,0.2,65.25,-11.043305788716015,0.00017751208107721504,0.6698810669056782,0.00011893309432173407
0.9,0.33,0.2,65.5,-11.09326202128308,0.00017264988440059094,0.6698843245774515,0.00011567542254839591
0.9,0.33,0.2,65.75,-11.143219452677677,0.00016792084477933216,0.6698874930339977,0.00011250696600215253
0.9,0.33,0.2,66.0,-11.193178050068333,0.00016332131675721794,0.6698905747177726,0.000109425282227336
0.9,0.33,0.2,66.25,-11.243137781522412,0.00015884775461480664,0.669893572004408,0.00010642799559192044
0.9,0.33,0.2,66.5,-11.293098615981526,0.0001544967096442435,0.6698964872045382,0.00010351279546164314
0.9,0.33,0.2,66.75,-11.343060523237611,0.00015026482749834477,0.669899322565576,0.00010067743442389098
0.9,0.33,0.2,67.0,-11.393023473909668,0.0001461488456119352,0.6699020802734399,9.791972655999658e-05
0.9,0.33,0.2,67.25,-11.442987439421131,0.00014214559069348812,0.6699047624542352,9.523754576463703e-05
0.9,0.33,0.2,67.5,-11.492952391977848,0.0001382519762851525,0.6699073711758888,9.262882411105217e-05
0.9,0.33,0.2,67.75,-11.542918304546674,0.00013446500038931868,0.6699099084497391,9.009155026084351e-05
0.9,0.33,0.2,68.0,-11.592885150834652,0.00013078174315991014,0.6699123762320828,8.762376791713979e-05
0.9,0.33,0.2,68.25,-11.64285290526875,0.00012719936465664756,0.66991477642568,8.522357431995385e-05
0.9,0.33,0.2,68.5,-11.692821542976159,0.0001237151026605758,0.6699171108812173,8.288911878258578e-05
0.9,0.33,0.2,68.75,-11.742791039765132,0.00012032627054918488,0.669919381398732,8.061860126795386e-05
0.9,0.33,0.2,69.0,-11.79276137210635,0.00011703025522951222,0.6699215897289962,7.841027100377318e-05
0.9,0.33,0.2,69.25,-11.842732517114777,0.00011382451512764352,0.6699237375748645,7.626242513552114e-05
0.9,0.33,0.2,69.5,-11.892704452532039,0.00011070657823308597,0.6699258265925837,7.41734074161676e-05
0.9,0.33,0.2,69.75,-11.942677156709271,0.00010767404019651518,0.6699278583930682,7.214160693166516e-05
0.9,0.33,0.2,70.0,-11.992650608590425,0.00010472456247945088,0.6699298345431387,7.016545686123209e-05
0.9,0.33,0.2,70.25,-12.042624787696054,0.00010185587055444261,0.6699317565667284,6.824343327147655e-05
0.9,0.33,0.2,70.5,-12.092599674107523,9.906575215439693e-05,0.6699336259460565,6.637405394344593e-05
0.9,0.33,0.2,70.75,-12.142575248451656,9.635205556970483e-05,0.6699354441227683,6.455587723170223e-05
0.9,0.33,0.2,71.0,-12.192551491885816,9.371268799186962e-05,0.6699372124990454,6.278750095455264e-05
0.9,0.33,0.2,71.25,-12.242528386083357,9.114561390237174e-05,0.6699389324386854,6.106756131458905e-05
0.9,0.33,0.2,71.5,-12.29250591321954,8.864885350553426e-05,0.6699406052681512,5.9394731848707945e-05
0.9,0.33,0.2,71.75,-12.342484055957746,8.622048120419636e-05,0.6699422322775931,5.7767722406811553e-05
0.9,0.33,0.2,72.0,-12.392462797436146,8.385862411702359e-05,0.6699438147218416,5.61852781584058e-05
0.9,0.33,0.2,72.25,-12.44244212125469,8.156146063632563e-05,0.6699453538213735,5.4646178626338166e-05
0.9,0.33,0.2,72.5,-12.492422011462471,7.932721902527346e-05,0.669946850763253,5.314923674693321e-05
0.9,0.33,0.2,72.75,-12.542402452545423,7.715417605344685e-05,0.6699483067020441,5.169329795580938e-05
0.9,0.33,0.2,73.0,-12.592383429414358,7.5040655669663e-05,0.6699497227607013,5.0277239298674206e-05
0.9,0.33,0.2,73.25,-12.642364927393341,7.298502771107488e-05,0.6699511000314335,4.889996856642017e-05
0.9,0.33,0.2,73.5,-12.69234693220838,7.098570664754588e-05,0.669952439576546,4.756042345385574e-05
0.9,0.33,0.2,73.75,-12.742329429976404,6.904115036034363e-05,0.6699537424292585,4.625757074143023e-05
0.9,0.33,0.2,74.0,-12.792312407194574,6.714985895421292e-05,0.6699550095945006,4.499040549932265e-05
0.9,0.33,0.2,74.25,-12.842295850729869,6.531037360192108e-05,0.6699562420496866,4.375795031328712e-05
0.9,0.33,0.2,74.5,-12.89227974780895,6.35212754203876e-05,0.6699574407454683,4.255925453165969e-05
0.9,0.33,0.2,74.75,-12.942264086008334,6.178118437753734e-05,0.669958606606467,4.139339353295001e-05
0.9,0.33,0.2,75.0,-12.992248853244789,6.008875822904027e-05,0.6699597405319865,4.025946801345698e-05
0.9,0.33,0.2,75.25,-13.042234037766034,5.844269148411983e-05,0.6699608433967056,3.915660329436028e-05
0.9,0.33,0.2,75.5,-13.092219628141674,5.684171439963971e-05,0.6699619160513521,3.80839486477586e-05
0.9,0.33,0.2,75.75,-13.142205613254372,5.5284592001694236e-05,0.6699629593233588,3.7040676641135135e-05
0.9,0.33,0.2,76.0,-13.192191982291302,5.377012313395494e-05,0.6699639740175002,3.6025982499749806e-05
0.9,0.33,0.2,76.25,-13.242178724735787,5.229713953203964e-05,0.6699649609165135,3.5039083486466554e-05
0.9,0.33,0.2,76.5,-13.292165830359208,5.08645049231969e-05,0.6699659207817014,3.407921829854192e-05
0.9,0.33,0.2,76.75,-13.34215328921309,4.947111415061221e-05,0.669966854353519,3.3145646480910175e-05
0.9,0.33,0.2,77.0,-13.392141091621468,4.81158923216646e-05,0.6699677623521444,3.223764785551528e-05
0.9,0.33,0.2,77.25,-13.442129228173386,4.679779397948065e-05,0.6699686454780336,3.135452196625203e-05
0.9,0.33,0.2,77.5,-13.492117689715666,4.5515802297147304e-05,0.6699695044124608,3.049558753908869e-05
0.9,0.33,0.2,77.75,-13.542106467345839,4.426892829396758e-05,0.669970339818043,2.9660181956958273e-05
0.9,0.33,0.2,78.0,-13.59209555240528,4.3056210073154174e-05,0.6699711523392509,2.8847660749013294e-05
0.9,0.33,0.2,78.25,-13.642084936472521,4.187671208037817e-05,0.6699719426029062,2.8057397093853373e-05
0.9,0.33,0.2,78.5,-13.692074611356784,4.072952438260051e-05,0.6699727112186635,2.728878133634234e-05
0.9,0.33,0.2,78.75,-13.742064569091623,3.9613761966634504e-05,0.6699734587794823,2.6541220517645115e-05
0.9,0.33,0.2,79.0,-13.792054801928822,3.8528564056898175e-05,0.6699741858620818,2.5814137918121775e-05
0.9,0.33,0.2,79.25,-13.842045302332384,3.747309345183396e-05,0.6699748930273872,2.510697261272875e-05
0.9,0.33,0.2,79.5,-13.892036062972739,3.644653587848416e-05,0.6699755808209613,2.4419179038584384e-05
0.9,0.33,0.2,79.75,-13.942027076721084,3.544809936472669e-05,0.6699762497734255,2.3750226574366878e-05
0.9,0.33,0.2,80.0,-13.992018336643882,3.447701362868889e-05,0.6699769004008687,2.3099599131221554e-05
0.95,0.33,0.2,0.0,-0.0,0.2,0.5359999999999999,0.13399999999999998
0.95,0.33,0.2,0.25,-0.00026246553132972666,0.197903044551594,0.5374049601504319,0.13259503984956797
0.95,0.33,0.2,0.5,-0.001047094018106029,0.19582269348966472,0.5387987953619245,0.13120120463807536
0.95,0.33,0.2,0.75,-0.0023497366215861626,0.19375892832150524,0.5401815180245915,0.1298184819754085
0.95,0.33,0.2,1.0,-0.004166249446532044,0.19171172799958466,0.5415531422402782,0.1284468577597217
0.95,0.33,0.2,1.25,-0.006492494174082264,0.18968106896814016,0.542913683791346,0.1270863162086539
0.95,0.33,0.2,1.5,-0.009324338682979993,0.1876669252099734,0.5442631601093177,0.12573683989068218
0.95,0.33,0.2,1.75,-0.012657657659051358,0.18566926829341918,0.5456015902434092,0.12439840975659083
0.95,0.33,0.2,2.0,-0.01648833319294335,0.1836880674194544,0.5469289948289655,0.12307100517103443
0.95,0.33,0.2,2.25,-0.020812255366059795,0.18172328946891542,0.5482453960558267,0.12175460394417331
0.95,0.33,0.2,2.5,-0.025625322824685992,0.17977489904979374,0.5495508176366382,0.12044918236336179
0.95,0.33,0.2,2.75,-0.030923443342285806,0.1778428585445799,0.5508452847751314,0.11915471522486852
0.95,0.33,0.2,3.0,-0.03670253436995752,0.1759271281576258,0.5521288241343907,0.11787117586560926
0.95,0.33,0.2,3.25,-0.042958523575032714,0.17402766596249847,0.553401463805126,0.11659853619487397
0.95,0.33,0.2,3.5,-0.04968734936788899,0.17214442794929546,0.554663233273972,0.11533676672602795
0.95,0.33,0.2,3.75,-0.056884961416876934,0.17027736807189706,0.5559141633918289,0.11408583660817101
0.95,0.33,0.2,4.0,-0.06454732115149353,0.16842643829512752,0.5571542863422645,0.11284571365773542
0.95,0.33,0.2,4.25,-0.07267040225376209,0.16659158864180051,0.5583836356099936,0.11161636439000633
0.95,0.33,0.2,4.5,-0.08125019113786436,0.16477276723962414,0.5596022459494517,0.11039775405054816
0.95,0.33,0.2,4.75,-0.0902826874180711,0.1629699203679418,0.560810153353479,0.109189846646521
0.95,0.33,0.2,5.0,-0.09976390436501681,0.16118299250428458,0.5620073950221293,0.10799260497787067
0.95,0.33,0.2,5.25,-0.10968986935034142,0.15941192637071455,0.5631940093316212,0.10680599066837874
0.95,0.33,0.2,5.5,-0.12005662427980424,0.1576566629799362,0.5643700358034427,0.10562996419655724
0.95,0.33,0.2,5.75,-0.13086022601488012,0.15591714168115478,0.5655355150736262,0.1044644849263737
0.95,0.33,0.2,6.0,-0.1420967467829195,0.1541933002056633,0.5666904888622055,0.1033095111377944
0.95,0.33,0.2,6.25,-0.15376227457597325,0.15248507471213615,0.5678349999428688,0.10216500005713121
0.95,0.33,0.2,6.5,-0.16585291353831333,0.1507923998316134,0.568969092112819,0.10103090788718097
0.95,0.33,0.2,6.75,-0.17836478434274716,0.1491152087121563,0.5700928101628552,0.09990718983714471
0.95,0.33,0.2,7.0,-0.19129402455582167,0.14745343306315686,0.5712061998476848,0.09879380015231509
0.95,0.33,0.2,7.25,-0.20463678899198867,0.14580700319928658,0.5723093078564779,0.097690692143522
0.95,0.33,0.2,7.5,-0.21838925005682475,0.14417584808406675,0.5734021817836753,0.09659781821632471
0.95,0.33,0.2,7.75,-0.23254759807942582,0.14255989537304684,0.5744848701000586,0.09551512989994138
0.95,0.33,0.2,8.0,-0.247108041634025,0.14095907145657624,0.5755574221240939,0.09444257787590607
0.95,0.33,0.2,8.25,-0.26206680785101955,0.13937330150215574,0.5766198879935556,0.09338011200644433
0.95,0.33,0.2,8.5,-0.2774201427173977,0.13780250949635603,0.5776723186374414,0.09232768136255853
0.95,0.33,0.2,8.75,-0.29316431136681387,0.136246618286291,0.5787147657481849,0.09128523425181496
0.95,0.33,0.2,9.0,-0.3092955983592829,0.13470554962063502,0.5797472817541744,0.09025271824582545
0.95,0.33,0.2,9.25,-0.3258103079507324,0.13317922419017184,0.5807699197925849,0.08923008020741512
0.95,0.33,0.2,9.5,-0.342704764352465,0.13166756166786703,0.581782733682529,0.0882172663174709
0.95,0.33,0.2,9.75,-0.3599753119806184,0.13017048074845228,0.5827857778985369,0.08721422210146301
0.95,0.33,0.2,10.0,-0.37761831569586235,0.12868789918751478,0.583779107544365,0.08622089245563488
0.95,0.33,0.2,10.25,-0.3956301610333395,0.12721973384008134,0.5847627783271454,0.08523722167285448
0.95,0.33,0.2,10.5,-0.4140072544230269,0.1257659006986911,0.5857368465318769,0.08426315346812302
0.95,0.33,0.2,10.75,-0.4327460234006686,0.12432631493094946,0.5867013689962638,0.08329863100373613
0.95,0.33,0.2,11.0,-0.45184291680935407,0.12290089091655537,0.5876564030859078,0.08234359691409208
0.95,0.33,0.2,11.25,-0.4712944049919354,0.12148954228379848,0.588602006669855,0.08139799333014497
0.95,0.33,0.2,11.5,-0.4910969799743623,0.12009218194551818,0.5895382380965027,0.08046176190349717
0.95,0.33,0.2,11.75,-0.511247155640109,0.11870872213452148,0.5904651561698706,0.07953484383012939
0.95,0.33,0.2,12.0,-0.5317414678958257,0.11733907443845437,0.5913828201262356,0.07861717987376442
0.95,0.33,0.2,12.25,-0.552576474828302,0.11598314983412339,0.5922912896111373,0.07770871038886266
0.95,0.33,0.2,12.5,-0.5737487568529624,0.11464085872126381,0.5931906246567532,0.07680937534324675
0.95,0.33,0.2,12.75,-0.595254916853972,0.11331211095575124,0.5940808856596467,0.07591911434035332
0.95,0.33,0.2,13.0,-0.6170915803160908,0.11199681588225502,0.594962133358889,0.07503786664111085
0.95,0.33,0.2,13.25,-0.6392553954484717,0.11069488236633077,0.5958344288145584,0.0741655711854416
0.95,0.33,0.2,13.5,-0.6617430333004717,0.10940621882595092,0.5966978333866129,0.0733021666133871
0.95,0.33,0.2,13.75,-0.6845511878696793,0.10813073326247209,0.5975524087141436,0.07244759128585629
0.95,0.33,0.2,14.0,-0.7076765762022434,0.10686833329103847,0.5983982166950041,0.07160178330499577
0.95,0.33,0.2,14.25,-0.7311159384856856,0.10561892617042119,0.5992353194658178,0.0707646805341822
0.95,0.33,0.2,14.5,-0.7548660381343293,0.10438241883229382,0.6000637793823631,0.06993622061763685
0.95,0.33,0.2,14.75,-0.7789236618674726,0.10315871790994398,0.6008836590003375,0.06911634099966246
0.95,0.33,0.2,15.0,-0.8032856197804468,0.10194772976642288,0.6016950210564966,0.06830497894350332
0.95,0.33,0.2,15.25,-0.8279487454087238,0.1007493605221327,0.602497928450171,0.0675020715498289
0.95,0.33,0.2,15.5,-0.8529098957851873,0.09956351608185457,0.6032924442251574,0.06670755577484255
0.95,0.33,0.2,15.75,-0.8781659514907085,0.09839010216121834,0.6040786315519836,0.06592136844801628
0.95,0.33,0.2,16.0,-0.9037138166981937,0.09722902431261618,0.6048565537105471,0.06514344628945283
0.95,0.33,0.2,16.25,-0.9295504192102064,0.09608018795056324,0.6056262740731225,0.06437372592687736
0.95,0.33,0.2,16.5,-0.9556727104903309,0.09494349837650685,0.6063878560877404,0.06361214391225958
0.95,0.33,0.2,16.75,-0.9820776656883883,0.09381886080308871,0.6071413632619305,0.06285863673806943
0.95,0.33,0.2,17.0,-1.0087622836596561,0.09270618037786223,0.6078868591468323,0.062113140853167687
0.95,0.33,0.2,17.25,-1.0357235869782504,0.09160536220646895,0.6086244073216657,0.06137559267833419
0.95,0.33,0.2,17.5,-1.0629586219447438,0.09051631137527807,0.6093540713785637,0.06064592862143631
0.95,0.33,0.2,17.75,-1.0904644585882277,0.08943893297349219,0.6100759149077601,0.05992408509223976
0.95,0.33,0.2,18.0,-1.1182381906628738,0.08837313211472479,0.6107900014831343,0.059209998516865606
0.95,0.33,0.2,18.25,-1.1462769356392086,0.08731881395805245,0.6114963946481048,0.05850360535189514
0.95,0.33,0.2,18.5,-1.1745778346901576,0.08627588372854726,0.6121951579018733,0.05780484209812666
0.95,0.33,0.2,18.75,-1.2031380526720383,0.08524424673729417,0.6128863546860128,0.057113645313987084
0.95,0.33,0.2,19.0,-1.2319547781006168,0.08422380840089731,0.6135700483713987,0.05642995162860119
0.95,0.33,0.2,19.25,-1.261025223122323,0.0832144742604821,0.6142463022454769,0.055753697754523004
0.95,0.33,0.2,19.5,-1.2903466234808154,0.08221615000019637,0.6149151794998684,0.05508482050013156
0.95,0.33,0.2,19.75,-1.3199162384789456,0.08122874146521736,0.6155767432183044,0.05442325678169562
0.95,0.33,0.2,20.0,-1.3497313509363282,0.08025215467926977,0.6162310563648892,0.05376894363511074
0.95,0.33,0.2,20.25,-1.3797892671425394,0.0792862958616597,0.6168781817726879,0.05312181822731199
0.95,0.33,0.2,20.5,-1.4100873168061492,0.07833107144383186,0.6175181821326325,0.052481817867367345
0.95,0.33,0.2,20.75,-1.4406228529996814,0.07738638808545403,0.6181511199827457,0.0518488800172542
0.95,0.33,0.2,21.0,-1.471393252100563,0.0764521526900363,0.6187770576976755,0.05122294230232432
0.95,0.33,0.2,21.25,-1.5023959137283005,0.0755282724200903,0.6193960574785394,0.0506039425214605
0.95,0.33,0.2,21.5,-1.5336282606778435,0.07461465471183444,0.6200081813430708,0.04999181865692907
0.95,0.33,0.2,21.75,-1.5650877388493978,0.07371120728945242,0.6206134911160668,0.04938650888393312
0.95,0.33,0.2,22.0,-1.5967718171746745,0.07281783817890981,0.6212120484201303,0.04878795157986957
0.95,0.33,0.2,22.25,-1.6286779875397728,0.07193445572133617,0.6218039146667047,0.048196085333295224
0.95,0.33,0.2,22.5,-1.6608037647047689,0.07106096858597857,0.6223891510473943,0.04761084895260564
0.95,0.33,0.2,22.75,-1.6931466862200883,0.07019728578273325,0.6229678185255687,0.04703218147443127
0.95,0.33,0.2,23.0,-1.7257043123398499,0.06934331667426148,0.6235399778282447,0.04646002217175519
0.95,0.33,0.2,23.25,-1.7584742259321757,0.06849897098769632,0.6241056894382434,0.04589431056175653
0.95,0.33,0.2,23.5,-1.7914540323866746,0.06766415882594731,0.6246650135866152,0.045334986413384695
0.95,0.33,0.2,23.75,-1.8246413595191062,0.06683879067860857,0.6252180102453322,0.04478198975466773
0.95,0.33,0.2,24.0,-1.8580338574733997,0.0660227774324779,0.6257647391202398,0.044235260879760194
0.95,0.33,0.2,24.25,-1.8916291986210796,0.06521603038169303,0.6263052596442656,0.04369474035573433
0.95,0.33,0.2,24.5,-1.9254250774581925,0.06441846123749118,0.6268396309708808,0.043160369029119086
0.95,0.33,0.2,24.75,-1.95941921049985,0.06362998213759974,0.6273679119678081,0.04263208803219182
0.95,0.33,0.2,25.0,-1.9936093361724923,0.06285050565526304,0.6278901612109736,0.04210983878902623
0.95,0.33,0.2,25.25,-2.0279932147038946,0.06207994480791317,0.6284064369786981,0.04159356302130182
0.95,0.33,0.2,25.5,-2.062568628011074,0.06131821306549067,0.6289167972461212,0.04108320275387874
0.95,0.33,0.2,25.75,-2.097333379586172,0.06056522435842147,0.6294212996798575,0.04057870032014238
0.95,0.33,0.2,26.0,-2.132285294380356,0.05982089308525762,0.6299200016328773,0.0400799983671226
0.95,0.33,0.2,26.25,-2.1674222186858887,0.05908513411998685,0.6304129601396088,0.039587039860391186
0.95,0.33,0.2,26.5,-2.2027420200163634,0.05835786281901861,0.6309002319112574,0.039099768088742465
0.95,0.33,0.2,26.75,-2.2382425869852733,0.05763899502785257,0.6313818733313388,0.03861812666866122
0.95,0.33,0.2,27.0,-2.2739218291829344,0.05692844708743555,0.6318579404514181,0.03814205954858182
0.95,0.33,0.2,27.25,-2.309777677051864,0.05622613584021431,0.6323284889870564,0.03767151101294358
0.95,0.33,0.2,27.5,-2.345808081760677,0.05553197863588925,0.6327935743139541,0.03720642568604579
0.95,0.33,0.2,27.75,-2.3820110150765834,0.05484589333687618,0.6332532514642929,0.03674674853570704
0.95,0.33,0.2,28.0,-2.4183844692365573,0.054167798323482154,0.6337075751232669,0.03629242487673304
0.95,0.33,0.2,28.25,-2.454926456817249,0.05349761249880107,0.6341565996258033,0.03584340037419671
0.95,0.33,0.2,28.5,-2.491635010603701,0.052835255293336054,0.6346003789534648,0.03539962104653515
0.95,0.33,0.2,28.75,-2.5285081834569443,0.052180646669353764,0.6350389667315329,0.034961033268467015
0.95,0.33,0.2,29.0,-2.5655440481805547,0.05153370712497708,0.6354724162262653,0.03452758377373464
0.95,0.33,0.2,29.25,-2.6027406973861793,0.05089435769802236,0.635900780342325,0.03409921965767498
0.95,0.33,0.2,29.5,-2.6400962433581863,0.050262519969586285,0.636324111620377,0.033675888379622806
0.95,0.33,0.2,29.75,-2.6776088179173945,0.049638116067389285,0.6367424622348491,0.033257537765150814
0.95,0.33,0.2,30.0,-2.715276572284053,0.049021068668880154,0.6371558839918503,0.0328441160081497
0.95,0.33,0.2,30.25,-2.7530976769400204,0.04841130100410838,0.6375644283272474,0.03243557167275261
0.95,0.33,0.2,30.5,-2.791070321490296,0.04780873685836932,0.6379681463048925,0.03203185369510744
0.95,0.33,0.2,30.75,-2.82919271452389,0.047213300574628074,0.6383670886149991,0.03163291138500081
0.95,0.33,0.2,31.0,-2.867463083474139,0.046624917055727404,0.6387613055726626,0.031238694427337357
0.95,0.33,0.2,31.25,-2.9058796744784603,0.04604351176638484,0.639150847116522,0.03084915288347784
0.95,0.33,0.2,31.5,-2.9444407522376865,0.04546901073498512,0.6395357628075599,0.030464237192440027
0.95,0.33,0.2,31.75,-2.98314459987491,0.044901340555172184,0.6399161018280346,0.03008389817196536
0.95,0.33,0.2,32.0,-3.0219895187940207,0.04434042838724671,0.6402919129805447,0.029708087019455293
0.95,0.33,0.2,32.25,-3.0609738285378643,0.043786201959374126,0.6406632446872192,0.02933675531278066
0.95,0.33,0.2,32.5,-3.100095866646156,0.04323858956860765,0.6410301449890329,0.028969855010967122
0.95,0.33,0.2,32.75,-3.139353988513154,0.04269752008173233,0.6413926615452392,0.02860733845476066
0.95,0.33,0.2,33.0,-3.1787465672451205,0.042162922935933884,0.6417508416329242,0.0282491583670757
0.95,0.33,0.2,33.25,-3.218271993517676,0.041634728139297944,0.6421047321466703,0.02789526785332962
0.95,0.33,0.2,33.5,-3.25792867543302,0.04111286627114421,0.6424543795983333,0.027545620401666616
0.95,0.33,0.2,33.75,-3.297715038377089,0.04059726848219988,0.642799830116926,0.02720016988307392
0.95,0.33,0.2,34.0,-3.3376295248767245,0.040087866494617666,0.643141129448606,0.026858870551393833
0.95,0.33,0.2,34.25,-3.3776705944568017,0.03958459260184205,0.6434783229567658,0.02652167704323417
0.95,0.33,0.2,34.5,-3.4178367234974503,0.03908737966832895,0.6438114556222195,0.026188544377780395
0.95,0.33,0.2,34.75,-3.45812640509136,0.03859616112912283,0.6441405720434876,0.02585942795651229
0.95,0.33,0.2,35.0,-3.4985381489011886,0.038110870989295324,0.6444657164371721,0.025534283562827866
0.95,0.33,0.2,35.25,-3.5390704810171467,0.03763144382325034,0.6447869326384222,0.02521306736157773
0.95,0.33,0.2,35.5,-3.579721943814749,0.037157814773898824,0.6451042641014877,0.02489573589851221
0.95,0.33,0.2,35.75,-3.6204910958128362,0.03668991955170795,0.6454177539003556,0.024582246099644326
0.95,0.33,0.2,36.0,-3.6613765115317918,0.036227694433628624,0.6457274447294687,0.024272555270531175
0.95,0.33,0.2,36.25,-3.7023767813520623,0.03577107626190475,0.6460333789045237,0.02396662109547618
0.95,0.33,0.2,36.5,-3.7434905113730204,0.03532000244276887,0.6463355983633448,0.023664401636655143
0.95,0.33,0.2,36.75,-3.7847163232721206,0.03487441094502715,0.6466341446668317,0.023365855333168185
0.95,0.33,0.2,37.0,-3.826052854164454,0.03443424029853804,0.6469290589999794,0.023070941000020485
0.95,0.33,0.2,37.25,-3.8674987564626875,0.033999429592587935,0.647220382172966,0.022779617827033916
0.95,0.33,0.2,37.5,-3.9090526977374105,0.03356991847416725,0.6475081546223079,0.022491845377692055
0.95,0.33,0.2,37.75,-3.9507133605779416,0.03314564714615091,0.6477924164120789,0.022207583587921107
0.95,0.33,0.2,38.0,-3.992479442453597,0.03272655636538599,0.6480732072351914,0.02192679276480861
0.95,0.33,0.2,38.25,-4.034349655575438,0.0323125874406904,0.6483505664147373,0.021649433585262563
0.95,0.33,0.2,38.5,-4.076322726758541,0.03190368223076562,0.6486245329053869,0.021375467094612962
0.95,0.33,0.2,38.75,-4.118397397284806,0.03149978314202659,0.648895145294842,0.021104854705157813
0.95,0.33,0.2,39.0,-4.1605724227662835,0.031100833126352364,0.6491624418053439,0.020837558194656082
0.95,0.33,0.2,39.25,-4.202846573009126,0.030706775678759787,0.6494264602952309,0.020573539704769054
0.95,0.33,0.2,39.5,-4.245218631878078,0.030317554835004177,0.6496872382605471,0.020312761739452796
0.95,0.33,0.2,39.75,-4.287687397161623,0.029933115169109067,0.6499448128366969,0.02005518716330307
0.95,0.33,0.2,40.0,-4.330251680437701,0.0295534017908283,0.6501992208001449,0.019800779199854956
0.95,0.33,0.2,40.25,-4.37291030694014,0.029178360343043455,0.6504504985701608,0.019549501429839113
0.95,0.33,0.2,40.5,-4.415662115425658,0.028807936999098758,0.6506986822106038,0.019301317789396165
0.95,0.33,0.2,40.75,-4.458505958041636,0.028442078460076837,0.6509438074317484,0.01905619256825148
0.95,0.33,0.2,41.0,-4.501440700194493,0.028080731952017397,0.6511859095921483,0.018814090407851654
0.95,0.33,0.2,41.25,-4.544465220418811,0.027723845223081564,0.6514250237005352,0.018574976299464648
0.95,0.33,0.2,41.5,-4.587578410247179,0.027371366540664636,0.6516611844177547,0.018338815582245305
0.95,0.33,0.2,41.75,-4.630779174080722,0.0270232446884591,0.6518944260587324,0.018105573941267595
0.95,0.33,0.2,42.0,-4.6740664290604315,0.026679428963470954,0.6521247825944744,0.017875217405525536
0.95,0.33,0.2,42.25,-4.717439104939185,0.026339869172991158,0.6523522876540959,0.017647712345904076
0.95,0.33,0.2,42.5,-4.760896143954582,0.026004515631524557,0.6525769745268785,0.01742302547312145
0.95,0.33,0.2,42.75,-4.804436500702515,0.025673319157678877,0.6527988761643551,0.017201123835644847
0.95,0.33,0.2,43.0,-4.848059142011525,0.025346231071015274,0.6530180251824197,0.016981974817580233
0.95,0.33,0.2,43.25,-4.891763046818001,0.025023203188863176,0.6532344538634616,0.016765546136538325
0.95,0.33,0.2,43.5,-4.935547206042096,0.024704187823100958,0.6534481941585223,0.01655180584147764
0.95,0.33,0.2,43.75,-4.979410622464511,0.02438913777690485,0.6536592776894736,0.01634072231052625
0.95,0.33,0.2,44.0,-5.023352310604091,0.024078006341467686,0.6538677357512166,0.01613226424878335
0.95,0.33,0.2,44.25,-5.067371296596226,0.023770747292689458,0.654073599313898,0.015926400686101936
0.95,0.33,0.2,44.5,-5.1114666180720825,0.02346731488784186,0.654276899025146,0.015723100974854045
0.95,0.33,0.2,44.75,-5.155637324038691,0.02316766386220788,0.6544776652123206,0.015522334787679278
0.95,0.33,0.2,45.0,-5.199882474759859,0.022871749425699046,0.6546759278847816,0.015324072115218359
0.95,0.33,0.2,45.25,-5.244201141637949,0.022579527259451313,0.6548717167361675,0.015128283263832379
0.95,0.33,0.2,45.5,-5.288592407096488,0.022290953512401505,0.6550650611466909,0.014934938853309007
0.95,0.33,0.2,45.75,-5.333055364463654,0.022005984797846174,0.655255990185443,0.014744009814556935
0.95,0.33,0.2,46.0,-5.377589117856613,0.021724578189983797,0.6554445326127109,0.014555467387289142
0.95,0.33,0.2,46.25,-5.422192782066732,0.02144669122044256,0.6556307168823035,0.014369283117696514
0.95,0.33,0.2,46.5,-5.466865482445655,0.021172281874794602,0.6558145711438875,0.014185428856112382
0.95,0.33,0.2,46.75,-5.511606354792248,0.020901308589058372,0.6559961232453309,0.014003876754669107
0.95,0.33,0.2,47.0,-5.556414545240448,0.020633730246190668,0.6561754007350522,0.013824599264947746
0.95,0.33,0.2,47.25,-5.6012892101479395,0.02036950617256929,0.6563524308643786,0.013647569135621424
0.95,0.33,0.2,47.5,-5.646229515985748,0.020108596134468058,0.6565272405899063,0.013472759410093597
0.95,0.33,0.2,47.75,-5.691234639228727,0.019850960334525054,0.6566998565758682,0.013300143424131786
0.95,0.33,0.2,48.0,-5.736303766246879,0.019596559408205566,0.6568703051965021,0.013129694803497727
0.95,0.33,0.2,48.25,-5.781436093197609,0.019345354420260932,0.6570386125384251,0.012961387461574823
0.95,0.33,0.2,48.5,-5.826630825918848,0.01909730686118418,0.6572048044030065,0.0127951955969934
0.95,0.33,0.2,48.75,-5.871887179823049,0.01885237864366397,0.6573689063087451,0.012631093691254858
0.95,0.33,0.2,49.0,-5.9172043797920955,0.018610532099037527,0.6575309434936448,0.012469056506355143
0.95,0.33,0.2,49.25,-5.962581660073067,0.018371729973743846,0.6576909409175916,0.012309059082408376
0.95,0.33,0.2,49.5,-6.008018264174911,0.0181359354257782,0.6578489232647285,0.012151076735271393
0.95,0.33,0.2,49.75,-6.05351344476602,0.017903112021148675,0.6580049149458304,0.01199508505416961
0.95,0.33,0.2,50.0,-6.099066463572633,0.017673223730336085,0.6581589401006748,0.011841059899325176
