citation_key,source_group,cited_in_manuscript,citation_locations,cited_in_rewrite,citation_locations_rewrite,cited_in_companion,citation_locations_companion,cited_in_axm,citation_locations_axm,cited_in_legacy,citation_locations_legacy,entry_type,authors,title,year,venue,volume,number,pages,doi,document_url,landing_page_url,abstract,abstract_type,abstract_source_url,metadata_source,verification_status,topics,evidence_type,method,key_results,use_in_axm,limits_for_axm,notes,last_verified,connection_themes,suggested_sections,terminology,integration_note,reviewed_passages,reviewed_version,reading_status,review_priority,attribution_note
besirogluetal2024rd,conversation_addition,no,,no,,no,,no,,no,,article,"Besiroglu, Tamay and Emery-Xu, Nicholas and Thompson, Neil",Economic impacts of AI-augmented R&D,2024,Research Policy,53,7,105037,10.1016/j.respol.2024.105037,https://nicholasemeryxu.com/files/EconomicImpactsofAIAugmentedRD_2023.pdf,https://doi.org/10.1016/j.respol.2024.105037,"Studies how a more capital-intensive research process can affect growth, with evidence from computer-vision tasks. The growth effects depend on research returns and the allocation assumptions.",editorial_summary,https://nicholasemeryxu.com/files/EconomicImpactsofAIAugmentedRD_2023.pdf,Published Research Policy PDF; reviewed 2026-09-16,original_relevant_passages_reviewed,Davidson-reference-2026; priority-high; AI-augmented research; capital intensity; research production,growth theory and task-level empirical evidence,Growth model with capital and human research inputs; task-level estimates of AI's effects on research capital intensity.,Proposition 1 links greater research capital intensity to higher balanced growth under its stated restrictions on research returns.,Antecedent for AI-assisted research and the distinction between research inputs and their productivity.,Fixed saving and input-allocation assumptions differ from our developer's optimal research decision. The empirical tasks do not identify autonomous RSI or our eta and chi.,"Davidson bibliography candidate, not inserted into the manuscript. Published pp. 2-4, Section 2.2, equations (1)-(4) and Proposition 1 checked. Targeted passage review, not a complete proof or empirical audit. Filename contains 2023 but the PDF is the published 2024 article.",2026-09-17,Feedback económico; Cómputo e investigación; Investigación endógena e incentivos,Sección 3: automatización de investigación,AI-augmented R&D; research capital intensity,Distinguir I+D asistida de investigación totalmente autónoma; no trasladar sus parámetros al benchmark.,"Research Policy 2024, pp. 2–4, sección 2.2, ecuaciones (1)–(4), Proposición 1.",,pasajes originales revisados,alta,
cottieretal2024,conversation_addition,no,,no,,no,,no,,no,,techreport,"Cottier, Ben and Rahman, Robi and Fattorini, Loredana and Maslej, Nestor and Besiroglu, Tamay and Owen, David",The rising costs of training frontier AI models,2024,"arXiv working paper (version 2, February 2025)",,,,10.48550/arXiv.2405.21015,https://arxiv.org/pdf/2405.21015v2,https://arxiv.org/abs/2405.21015,"Estimates costs of frontier-model training and distinguishes a final training run from broader model-development costs, including additional computational work and research staff.",editorial_summary,https://arxiv.org/pdf/2405.21015v2,"arXiv version 2, 7 February 2025; reviewed 2026-09-16",original_relevant_passages_reviewed,Davidson-reference-2026; priority-medium; training compute; research compute; measurement; research expenditure,empirical cost estimation,"Hardware amortization, energy and cloud-price approaches; broader development-cost estimates for selected models.",Final-run training costs omit other computational research activities and staff costs; definitions matter when measuring AI research expenditure.,"Support the distinction between research compute and training compute, and clarify calibration limitations.",Model-level costs are not economy-wide annual research spending or M/Y. Staff costs also lie outside our autonomous-compute benchmark.,"Candidate only. Version 2 pp. 1-4, especially Section 2.5, checked. Author list follows v2, including David Owen; original posting was 2024. No aggregate M/Y target inferred.",2026-09-17,Cómputo e investigación; Medición y calibración,Sección 3: alcance de research compute; sección 6: interpretación del gasto en investigación,final training run; model development; experiments; R&D staff,La versión tiene seis autores. Los costes por modelo no son una serie anual del gasto mundial ni estadounidense en investigación como proporción del PIB.,"arXiv v2, febrero de 2025, pp. 1–4, especialmente sección 2.5.",,pasajes originales revisados,alta,
deridder2024,conversation_addition,no,,no,,no,,no,,no,,article,"De Ridder, Maarten",Market Power and Innovation in the Intangible Economy,2024,American Economic Review,114,1,199-251,10.1257/aer.20201079,https://www.maartenderidder.com/uploads/6/2/2/3/6223410/de-ridder-2023-market-power-and-innovation-in-the-intangible-economy__1_.pdf,https://doi.org/10.1257/aer.20201079,"Quantitative endogenous-growth model with heterogeneous adoption of scalable intangible inputs. Intangibles can lower marginal costs, raise fixed costs, deter entry and eventually slow innovation despite an initial productivity gain.",editorial_summary,https://www.maartenderidder.com/uploads/6/2/2/3/6223410/de-ridder-2023-market-power-and-innovation-in-the-intangible-economy__1_.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-high; market power; intangible inputs; endogenous innovation,theory,Quantitative endogenous-growth model with heterogeneous adoption of scalable intangible inputs.,"Intangibles can lower marginal costs, raise fixed costs, deter entry and eventually slow innovation despite an initial productivity gain.",Use to qualify the assumption of a monopolistic developer and discuss competition as an extension.,"The model has heterogeneous firms and creative destruction, not a single permanent AI monopolist. It does not justify monopoly as universally growth enhancing.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AER PDF, pp. 199-201 (PDF 1-3). This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Investigación endógena e incentivos,Sección 3: estructura de mercado; conclusiones,,"Candidato, no añadido al manuscrito. Use to qualify the assumption of a monopolistic developer and discuss competition as an extension.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AER PDF, pp. 199-201 (PDF 1-3). This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,alta,
ekerdtwu2024,conversation_addition,no,,no,,no,,no,,no,,article,"Ekerdt, Lorenz K. F. and Wu, Kai-Jie",Self-Selection and the Diminishing Returns of Research,2024,American Economic Review (forthcoming; 2024 working-paper text reviewed),,,,10.1257/aer.20241592,https://www.aeaweb.org/conference/2025/program/paper/KbtN272y,https://www.aeaweb.org/articles?id=10.1257/aer.20241592,Models selection into research and studies how expansion in the number of researchers changes researcher composition. This provides an additional interpretation of declining measured research productivity.,editorial_summary,https://www.aeaweb.org/conference/2025/program/paper/KbtN272y,November 2024 working paper; AEA forthcoming status separately checked 2026-09-16,original_relevant_passages_reviewed,Davidson-reference-2026; priority-high; research productivity; selection; diminishing returns; AER-forthcoming,theory and quantitative evidence,"Selection model linking research participation, ability and measured research productivity, with quantitative evidence.",A decline in average research productivity need not identify only increasing technological difficulty; researcher selection also matters.,Qualify the interpretation of evidence on ideas becoming harder to find when motivating RSI assumptions and calibration limits.,Human researcher selection is absent from our autonomous-research benchmark. The result neither rules out diminishing returns nor identifies AI-research productivity.,"Candidate only. November 2024 pp. 1-2 and 5 (PDF 2-3 and 6) checked. Year denotes the reviewed text, not an assigned publication year. AER forthcoming metadata checked separately; no claim that every revision was audited. Avoid mixing sample periods or estimates from the working paper and current publisher abstract.",2026-09-17,,,,,,,pasajes originales revisados,,
erdilbesirogluho2024,conversation_addition,no,,no,,no,,no,,no,,techreport,"Erdil, Ege and Besiroglu, Tamay and Ho, Anson",Estimating Idea Production: A Methodological Survey,2024,arXiv working paper,,,,10.48550/arXiv.2405.10494,https://arxiv.org/pdf/2405.10494v1,https://arxiv.org/abs/2405.10494,Examines how to estimate idea-production functions when research inputs and outputs are imperfectly observed. Distinguishes returns to contemporaneous research inputs from the effect of accumulated knowledge.,editorial_summary,https://arxiv.org/pdf/2405.10494v1,"arXiv v1, 17 May 2024; reviewed 2026-09-16",original_relevant_passages_reviewed,Davidson-reference-2026; priority-high; idea production; identification; research calibration,methodological survey,"Survey of production-function specifications, measurement choices and estimation methods.","Research-input measurement, the definition of technological output and specification choices matter for interpreting estimated research returns.",Explain why RSI productivity and curvature are uncertain and why matching several moments does not by itself establish parameter identification.,The survey does not estimate our autonomous-research technology. Its parameters cannot be equated mechanically with eta or chi.,"Candidate only. Original v1 pp. 2 (equation 1), 5-6 and 22 checked. Targeted passage review, not an audit of every method or later version.",2026-09-17,Medición y calibración; Cómputo e investigación,Secciones 3 y 6: parámetros de RSI,idea production; research inputs; identification,Varios momentos no garantizan identificación separada de los parámetros.,"arXiv v1, pp. 2, 5–6 y 22.",,pasajes originales revisados,alta,
feigenbaumgross2024,conversation_addition,no,,no,,no,,no,,no,,article,"Feigenbaum, James and Gross, Daniel P",Answering the Call of Automation: How the Labor Market Adjusted to Mechanizing Telephone Operation,2024,Quarterly Journal of Economics,139,3,1879-1939,10.1093/qje/qjae005,https://www.dpgross.com/papers/answering-call-automation.pdf,https://doi.org/10.1093/qje/qjae005,"Historical telephone automation, city-level comparisons and linked individual census records. Labor markets can absorb automation over time while incumbent displaced workers experience lasting losses.",editorial_summary,https://www.dpgross.com/papers/answering-call-automation.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-medium; automation; transition; displacement; historical evidence,theory and/or empirical evidence,"Historical telephone automation, city-level comparisons and linked individual census records.",Labor markets can absorb automation over time while incumbent displaced workers experience lasting losses.,Use to distinguish aggregate adjustment from the experience of particular workers during a transition.,Historical occupational displacement is not an estimate of RSI speed. Our simulations contain neither unemployment nor occupational switching.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published QJE PDF, pp. 1881-1882 (PDF 3-4), including identification and incumbent-worker outcomes. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Límites y extensiones,Conclusiones: límites y futuras extensiones,,"Candidato, no añadido al manuscrito. Use to distinguish aggregate adjustment from the experience of particular workers during a transition.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published QJE PDF, pp. 1881-1882 (PDF 3-4), including identification and incumbent-worker outcomes. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,complementaria,
gans2024,manuscript_bibliography,yes,sections/01_introduction.tex:307; sections/02_literature.tex:99; sections/02_literature.tex:174; sections_axm/02_literature.tex:100; sections_axm/03_model.tex:410; sections_rewrite/02_literature.tex:233; sections_rewrite/03_model.tex:301,yes,sections_rewrite/02_literature.tex:233; sections_rewrite/03_model.tex:301,no,,yes,sections_axm/02_literature.tex:100; sections_axm/03_model.tex:410,yes,sections/01_introduction.tex:307; sections/02_literature.tex:99; sections/02_literature.tex:174,techreport,"Gans, Joshua S.",Market Power in Artificial Intelligence,2024,National Bureau of Economic Research,,32270,,10.3386/w32270,https://www.nber.org/papers/w32270,https://doi.org/10.3386/w32270,"This paper surveys the relevant existing literature that can help researchers and policy makers understand the drivers of competition in markets that constitute the provision of artificial intelligence products.The focus is on three broad markets: training data, input data, and AI predictions.It is shown that a key factor in determining the emergence and persistence of market power will be the operation of markets for data that would allow for trading data across firm boundaries.",openalex_indexed_abstract,https://openalex.org/W4393359008,OpenAlex,doi_metadata_matched,,,,,,,,2026-09-17,,,,,3–5,"NBER 32270, Market Power in Artificial Intelligence",pasajes originales revisados,,"Auditoría del 13-09-2026: Respaldada. El foco es datos de entrenamiento, datos de entrada y predicciones. No atribuirle una prueba de que monopolizar toda la IA sea condición necesaria para innovar. Confianza registrada: High."
goldiemirhoseini2024alphachip,conversation_addition,no,,no,,no,,no,,no,,misc,"Goldie, Anna and Mirhoseini, Azalia",How AlphaChip Transformed Computer Chip Design,2024,Google DeepMind Blog,,,,,https://deepmind.google/blog/how-alphachip-transformed-computer-chip-design/,https://deepmind.google/blog/how-alphachip-transformed-computer-chip-design/,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,company research communication,,,,,Complementa el artículo de Mirhoseini et al. (2021); no sustituye la revisión de su evidencia e historial editorial.,2026-09-17,Crecimiento hiperbólico y singularidades,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
hoetal2024algorithms,manuscript_bibliography,yes,sections_rewrite/03_model.tex:161,yes,sections_rewrite/03_model.tex:161,no,,no,,no,,techreport,"Ho, Anson and Besiroglu, Tamay and Erdil, Ege and Owen, David and Rahman, Robi and Guo, Zifan Carl and Atkinson, David and Thompson, Neil and Sevilla, Jaime",Algorithmic Progress in Language Models,2024,arXiv preprint 2403.05812,,2403.05812,,10.48550/arXiv.2403.05812,https://arxiv.org/pdf/2403.05812,https://doi.org/10.48550/arXiv.2403.05812,Benchmark and scaling-law analysis separating training-compute growth from algorithmic progress in language-model pretraining. Newer algorithms can reach a fixed benchmark performance using less compute; physical compute expansion is a separate source of progress.,editorial_summary,https://arxiv.org/pdf/2403.05812,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; priority-high; Jones2026-reference; compute; algorithmic efficiency; measurement,theory and/or empirical evidence,Benchmark and scaling-law analysis separating training-compute growth from algorithmic progress in language-model pretraining.,Newer algorithms can reach a fixed benchmark performance using less compute; physical compute expansion is a separate source of progress.,Use when defining AI efficiency as services per unit of compute and distinguishing algorithm improvements from hardware expansion.,"Benchmark-specific pretraining efficiency is not an AI-service market price, not post-training efficiency, and not a direct estimate of chi.","Incorporated into Section 3.4.1 on 2026-09-16 to connect BM with effective compute. Rechecked arXiv:2403.05812v1, pp. 1-3: compute-saving definition, distinction from physical compute growth, and pretraining scope. The nonrival interpretation of B is the model's economic interpretation, not an empirical claim attributed to this paper. Targeted passage review, not a replication or a full audit.",2026-09-17,Cómputo e investigación; Medición y calibración,Sección 3: AI efficiency; sección 6: límites de calibración,effective compute; algorithmic progress; compute efficiency,Incorporado en la sección 3.4.1: BM combina cómputo rival con eficiencia algorítmica no rival. La no rivalidad es la interpretación económica del modelo. La medida empírica de entrenamiento no equivale a todo M ni identifica B o chi.,"arXiv:2403.05812v1, pp. 1-3: definition of algorithmic progress through compute savings, physical compute versus algorithms, and pretraining scope; rechecked 2026-09-16.",,pasajes originales revisados,alta,
jonesliu2024,conversation_addition,no,,no,,no,,no,,no,,article,"Jones, Benjamin F. and Liu, Xiaojie",A Framework for Economic Growth with Capital-Embodied Technical Change,2024,American Economic Review,114,5,1448-1487,10.1257/aer.20221180,https://www.kellogg.northwestern.edu/faculty/jones-ben/htm/A%20Framework%20for%20Economic%20Growth%20with%20Capital-Embodied%20Technical%20Change.pdf,https://doi.org/10.1257/aer.20221180,Task-based growth framework with separate extensive automation and intensive capital-productivity margins. Automation and productivity improvements in already automated tasks can move factor shares in opposite directions; their interaction can sustain balanced growth.,editorial_summary,https://www.kellogg.northwestern.edu/faculty/jones-ben/htm/A%20Framework%20for%20Economic%20Growth%20with%20Capital-Embodied%20Technical%20Change.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-high; Jones2026-reference; capital-embodied change; automation; bottlenecks,theory,Task-based growth framework with separate extensive automation and intensive capital-productivity margins.,Automation and productivity improvements in already automated tasks can move factor shares in opposite directions; their interaction can sustain balanced growth.,"Use when distinguishing improvements in AI efficiency from expansion in the set of automated tasks, and when explaining production bottlenecks.",Their task-automation margin is absent from our fixed aggregate production structure. Their elasticity is not automatically our AI-labor elasticity.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AER PDF, pp. 1448-1450 (PDF 1-3), especially equation (2). This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Cuellos de botella y transición,Sección 3: automatización y eficiencia; sección 4: bottlenecks,,"Candidato, no añadido al manuscrito. Use when distinguishing improvements in AI efficiency from expansion in the set of automated tasks, and when explaining production bottlenecks.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AER PDF, pp. 1448-1450 (PDF 1-3), especially equation (2). This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,alta,
jones2024,manuscript_bibliography,no,,no,,no,,no,,no,,article,"Jones, Charles I.",The AI Dilemma: Growth versus Existential Risk,2024,American Economic Review: Insights,6,4,575--590,10.1257/aeri.20230570,https://doi.org/10.1257/aeri.20230570,https://doi.org/10.1257/aeri.20230570,"Advances in artificial intelligence (AI) are a double-edged sword. On the one hand, they may increase economic growth as AI augments our ability to innovate. On the other hand, many experts worry that these advances entail existential risk: creating a superintelligence misaligned with human values could lead to catastrophic outcomes, even possibly human extinction. This paper considers the optimal use of AI technology in the presence of these opportunities and risks. Under what conditions should we continue the rapid progress of AI, and under what conditions should we stop? (JEL D11, D81, H43, I31, O31)",openalex_indexed_abstract,https://openalex.org/W4404713054,OpenAlex,doi_metadata_matched,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
korineksuh2024,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:39,yes,sections_rewrite/02_literature.tex:39,no,,no,,no,,techreport,"Korinek, Anton and Suh, Donghyun",Scenarios for the Transition to AGI,2024,National Bureau of Economic Research,,32255,,10.3386/w32255,https://www.nber.org/papers/w32255,https://doi.org/10.3386/w32255,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,Cuellos de botella y transición; Investigación endógena e incentivos,Sección 6.1: activación y transición,automation frontier; capital accumulation,"La frontera es exógena en el modelo base, pero el paper considera extensiones; no describir todo el trabajo como carente de innovación.","NBER w32255, PDF pp. 3–6.",NBER 32255,pasajes originales revisados,alta,Auditoría del 13-09-2026: Respaldada; precisar alcance. Es correcto para el modelo base. La p. 6 también anuncia una extensión con innovación y automatización del progreso tecnológico. Conviene escribir «In their baseline model» para no describir todo el artículo como tecnología exógena. Confianza registrada: High.
liuma2024,conversation_addition,no,,no,,no,,no,,no,,techreport,"Liu, Ernest and Ma, Song",Innovation Networks and R&D Allocation,2024,Working paper; accepted at American Economic Review according to author's website,,,,,https://ernestliu.scholar.princeton.edu/document/221,https://ernestliu.scholar.princeton.edu/,"Studies the allocation of research across sectors connected through knowledge spillovers. Research in one sector can affect subsequent innovation elsewhere, making network position relevant for allocation.",editorial_summary,https://ernestliu.scholar.princeton.edu/document/221,June 2024 author PDF; author-reported AER acceptance checked 2026-09-16,original_relevant_passages_reviewed,Davidson-reference-2026; priority-medium; innovation networks; research allocation; spillovers,theory and quantitative network analysis,"Multisector knowledge-accumulation model, planner allocation and quantitative network analysis.",Indirect knowledge spillovers affect the social value of research across sectors.,Locate endogenous research allocation in the literature and motivate a possible extension beyond a single AI-research sector.,Allocation of a given research workforce across sectors is not our monopolist's choice of aggregate research compute. No direct calibration of our RSI parameters follows.,"Candidate only. June 2024 author PDF pp. 1-8, Section 2.1 and equations (1)-(6), checked through web PDF access. Direct download returned 403; the cached NBER w29607 is the older January 2023 version, not the June 2024 text. No numerical estimates are transferred between versions. Publication volume, pages and final AER DOI not assigned here.",2026-09-17,Feedback tecnológico; Investigación endógena e incentivos,Introducción: redes como extensión; sección 3: asignación de investigación,innovation networks; R&D allocation; knowledge spillovers,"Redes intersectoriales de conocimiento, no nuestra única variable B. El archivo NBER local de enero de 2023 no es la versión de autores revisada.","PDF de autores junio de 2024, pp. 1–8, sección 2.1, ecuaciones (1)–(6).",,pasajes originales revisados,alta,
metrrebench2024,manuscript_bibliography,yes,sections/01_introduction.tex:184; sections_axm/01_introduction.tex:80,no,,no,,yes,sections_axm/01_introduction.tex:80,yes,sections/01_introduction.tex:184,misc,Model Evaluation and Threat Research,Evaluating Frontier AI R&D Capabilities of Language Model Agents against Human Experts,2024,METR,,,,,https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/,https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/,"RE-Bench compares language-model agents with human experts on machine-learning research-engineering tasks under different time budgets. In the original evaluation, humans retained a large advantage at the longest budget even though AI agents were competitive at shorter horizons.",editorial_summary,https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/,METR,official_landing_page,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
sastryetal2024,manuscript_bibliography,yes,sections_rewrite/03_model.tex:145,yes,sections_rewrite/03_model.tex:145,no,,no,,no,,article,"Sastry, Girish and Heim, Lennart and Belfield, Haydn and others",Computing Power and the Governance of Artificial Intelligence,2024,arXiv preprint arXiv:2402.08797,,,,10.48550/arXiv.2402.08797,https://arxiv.org/html/2402.08797v1,https://doi.org/10.48550/arXiv.2402.08797,,unavailable,,manual,original_relevant_passages_reviewed,,technical and governance review,"Revisión de insumos, ciclo de desarrollo y despliegue de IA, y posibilidades de gobernanza del cómputo.",Distingue desarrollar y entrenar modelos de ejecutarlos. La inferencia procesa entradas con modelos entrenados y requiere recursos computacionales.,Fundamenta compute como insumo físico costoso y la diferencia técnica entre entrenamiento e inferencia; ayuda a separar esa distinción de nuestros usos U y M.,No modela nuestra tecnología RSI ni demuestra una dicotomía entre inference compute y research compute. Ejecutar una IA investigadora también es inferencia.,,2026-09-17,Cómputo e investigación; Medición y calibración,Sección 3: definición de compute y distinción entre entrenamiento e inferencia,compute; training; inference; development; deployment,"Usar para precisar los términos, no para afirmar que inference compute solo se usa en bienes finales.","Sección 2.A del original, especialmente el ciclo desarrollo/despliegue y la Figura 3.",,pasajes originales revisados,alta,
sevillaroldan2024,manuscript_bibliography,yes,sections/01_introduction.tex:112,no,,no,,no,,yes,sections/01_introduction.tex:112,misc,"Sevilla, Jaime and Roldán, Edu",Training Compute of Frontier AI Models Grows by 4--5x per Year,2024,Epoch AI,,,,,https://epoch.ai/publications/training-compute-of-frontier-ai-models-grows-by-4-5x-per-year,https://epoch.ai/publications/training-compute-of-frontier-ai-models-grows-by-4-5x-per-year,Epoch AI's expanded model database indicates that training compute for recent notable and frontier models grew by roughly four to five times per year between 2010 and May 2024. Similar growth appears across recent large language models and models produced by leading AI companies.,source_summary,https://epoch.ai/publications/training-compute-of-frontier-ai-models-grows-by-4-5x-per-year,Epoch AI,official_landing_page,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
unwpp2024,manuscript_bibliography,yes,sections_axm/04_growth_regimes.tex:138; sections_companion/04_calibration.tex:24; sections_rewrite/preserved/parameter_tables.tex:17; sections_rewrite/rsi_parameters.tex:17,yes,sections_rewrite/preserved/parameter_tables.tex:17; sections_rewrite/rsi_parameters.tex:17,yes,sections_companion/04_calibration.tex:24,yes,sections_axm/04_growth_regimes.tex:138,no,,techreport,United Nations,World Population Prospects 2024: Summary of Results,2024,"United Nations, Department of Economic and Social Affairs, Population Division",,UN DESA/POP/2024/TR/NO. 9,,,https://desapublications.un.org/publications/world-population-prospects-2024-summary-results,https://desapublications.un.org/publications/world-population-prospects-2024-summary-results,,unavailable,,manual,manual_url,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
berajaetal2023aitocracy,conversation_addition,no,,no,,no,,no,,no,,article,"Beraja, Martin and Kao, Andrew and Yang, David Y and Yuchtman, Noam",AI-tocracy,2023,Quarterly Journal of Economics,138,3,1349-1402,10.1093/qje/qjad012,https://www.nber.org/system/files/working_papers/w29466/w29466.pdf,https://doi.org/10.1093/qje/qjad012,"Empirical analysis linking unrest, public-security procurement and facial-recognition innovation in China. AI innovation and authoritarian political control can reinforce one another through government demand and commercial spillovers.",editorial_summary,https://www.nber.org/system/files/working_papers/w29466/w29466.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-medium; AI; political power; procurement; innovation,theory and/or empirical evidence,"Empirical analysis linking unrest, public-security procurement and facial-recognition innovation in China.",AI innovation and authoritarian political control can reinforce one another through government demand and commercial spillovers.,Possible reference for a clearly separate discussion of political power beyond income shares.,"It does not show that a declining labor share causes political disenfranchisement, nor does our model contain its political mechanism.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: NBER w29466, introduction pp. 1-2 (PDF 3-4); QJE publication details independently checked. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Límites y extensiones,Conclusiones: límites y futuras extensiones,,"Candidato, no añadido al manuscrito. Possible reference for a clearly separate discussion of political power beyond income shares.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: NBER w29466, introduction pp. 1-2 (PDF 3-4); QJE publication details independently checked. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,complementaria,
berajayangyuchtman2023,conversation_addition,no,,no,,no,,no,,no,,article,"Beraja, Martin and Yang, David Y and Yuchtman, Noam",Data-intensive Innovation and the State: Evidence from AI Firms in China,2023,Review of Economic Studies,90,4,1701-1723,10.1093/restud/rdac056,https://cep.lse.ac.uk/pubs/download/dp1755.pdf,https://doi.org/10.1093/restud/rdac056,Chinese facial-recognition procurement and innovation evidence with a directed-technical-change model. Access to government data can stimulate commercial as well as government-oriented AI innovation through economies of scope.,editorial_summary,https://cep.lse.ac.uk/pubs/download/dp1755.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; top5-2022-2026; priority-medium; AI innovation; data; public procurement,theory and/or empirical evidence,Chinese facial-recognition procurement and innovation evidence with a directed-technical-change model.,Access to government data can stimulate commercial as well as government-oriented AI innovation through economies of scope.,"Use when discussing omitted inputs to AI development, particularly data, and alternatives to purely private research demand.",Data sharing and procurement are distinct from recursive compute efficiency. Findings from Chinese facial recognition do not calibrate global RSI.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: CEP Discussion Paper 1755 (2021), introduction pp. 1-2 (PDF 3-4); final ReStud metadata checked separately. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Límites y extensiones,Conclusiones: límites y futuras extensiones,,"Candidato, no añadido al manuscrito. Use when discussing omitted inputs to AI development, particularly data, and alternatives to purely private research demand.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: CEP Discussion Paper 1755 (2021), introduction pp. 1-2 (PDF 3-4); final ReStud metadata checked separately. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,complementaria,
braxtontaska2023,conversation_addition,no,,no,,no,,no,,no,,article,"Braxton, J. Carter and Taska, Bledi",Technological Change and the Consequences of Job Loss,2023,American Economic Review,113,2,279-316,10.1257/aer.20210182,https://doi.org/10.1257/aer.20210182,https://doi.org/10.1257/aer.20210182,Official abstract describes vacancy-based measurement of occupational technological change and earnings after displacement. The official abstract attributes part of persistent post-displacement earnings losses to new skill requirements and occupational switching.,editorial_summary,https://doi.org/10.1257/aer.20210182,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",official_abstract_only_fulltext_pending,Jones-top5-2026; top5-2022-2026; priority-pending; job loss; skill obsolescence; transition,theory and/or empirical evidence,Official abstract describes vacancy-based measurement of occupational technological change and earnings after displacement.,The official abstract attributes part of persistent post-displacement earnings losses to new skill requirements and occupational switching.,Candidate for limitations on the interpretation of a representative wage; obtain and read the original body before inserting an attribution.,"Full-text download failed; this is an abstract-level candidate, not a completed verification of the empirical design or quantitative attribution.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Official AEA metadata and abstract only. PDF endpoint inaccessible; full-text review pending. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Límites y extensiones,Conclusiones: límites y futuras extensiones,,"Candidato, no añadido al manuscrito. Candidate for limitations on the interpretation of a representative wage; obtain and read the original body before inserting an attribution.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Official AEA metadata and abstract only. PDF endpoint inaccessible; full-text review pending. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,texto completo pendiente,pendiente,
